passenger1,passenger2,flightsTogether
5490,8089,4
6810,8485,4
5911,8007,4
7001,4139,4
2982,2247,4
1369,5571,4
4247,364,4
9366,9367,4
9348,9325,4
7111,1158,4
8048,6089,4
8960,1338,4
2732,860,4
467,2247,4
7612,860,4
8474,6809,4
9674,9621,4
9696,9620,4
5716,5546,4
979,9513,4
8775,8976,4
7754,3445,4
7172,9112,4
9179,5012,4
9812,9871,4
9808,9859,4
8810,9234,4
8563,9243,4
9989,9969,4
9927,9918,4
9905,9933,4
8837,8545,4
9586,9963,4
6020,7662,4
7662,5989,4
3503,8037,4
8013,9987,4
8824,9672,4
7131,9624,4
4553,4449,4
9703,9950,4
9713,2504,4
9763,9586,4
3894,182,4
182,2090,4
8793,3187,4
5742,9997,4
5742,9715,4
9014,1715,4
7560,8724,4
10205,10248,4
10294,10266,4
10188,4660,4
1752,8981,4
529,9714,4
8679,6453,4
3536,8685,4
7600,3249,4
8614,8171,4
3766,9540,4
10129,167,4
10377,10315,4
10353,10325,4
10389,10368,4
10338,10352,4
10357,10310,4
1377,7204,4
4000,10145,4
8846,3483,4
2937,9252,4
9412,1617,4
1190,10046,4
2625,6813,4
10443,10477,4
10433,10458,4
10440,10465,4
10434,10431,4
9131,7821,4
4184,2072,4
9436,1831,4
3418,7220,4
3286,5447,4
5546,9101,4
9101,5546,4
10639,10616,4
2656,6584,4
9620,173,4
6447,9098,4
6453,6956,4
5501,9363,4
9267,7153,4
2937,8234,4
1434,4820,4
10741,10770,4
10710,10741,4
10786,10760,4
10709,10716,4
10770,10766,4
10705,10741,4
10705,10776,4
10778,10727,4
6062,1287,4
9661,8704,4
8351,5569,4
10841,10899,4
10900,10862,4
10887,10809,4
10818,10832,4
10862,10899,4
10329,6634,4
4454,9707,4
11027,10328,4
11175,11124,4
11200,11130,4
11118,11183,4
11118,11101,4
11127,11138,4
11127,11175,4
11193,11141,4
11148,11161,4
11164,11174,4
11145,11128,4
11115,11173,4
11131,11196,4
11121,11190,4
11187,11200,4
11191,11142,4
11102,11191,4
11180,11176,4
11136,11189,4
11136,11187,4
11136,11121,4
8749,10407,4
11256,4650,4
6777,9621,4
9828,932,4
11276,1831,4
4359,11272,4
1678,11271,4
10712,8729,4
2945,10762,4
11407,11408,4
9998,4473,4
4113,11060,4
11001,1423,4
6652,7064,4
4677,11194,4
332,10743,4
9767,10681,4
10271,10535,4
9160,9537,4
760,5314,4
4778,11296,4
3245,11296,4
8004,5734,4
5669,8445,4
8010,8511,4
8477,10455,4
11736,11720,4
10771,4803,4
9290,3461,4
11359,544,4
11359,3573,4
7026,2033,4
11837,11833,4
9465,391,4
2706,11003,4
5299,1024,4
8112,9300,4
5991,11878,4
11744,5361,4
7375,6133,4
5071,11895,4
3589,8299,4
10900,3367,4
10841,5575,4
8228,5594,4
1357,5594,4
9866,6731,4
237,2503,4
7098,6522,4
1138,3432,4
10016,7076,4
210,5031,4
1041,1762,4
6548,4689,4
5530,863,4
728,1138,4
728,2479,4
2503,10037,4
1283,2503,4
4188,7098,4
4121,10016,4
10037,1762,4
9659,4188,4
9659,1404,4
6310,8867,4
1300,5292,4
2423,11972,4
11474,11919,4
11007,10058,4
3459,10939,4
2458,1528,4
9421,6286,4
2100,10271,4
10271,10900,4
8513,2495,4
7393,6733,4
11267,5511,4
9114,5511,4
10943,3839,4
2722,10241,4
3855,687,4
2825,8721,4
2054,9495,4
9160,5612,4
556,942,4
1631,10112,4
6807,953,4
10764,11874,4
10764,11880,4
5093,9951,4
2437,582,4
10719,11817,4
7560,11876,4
11803,382,4
7844,10767,4
11757,11602,4
10162,7346,4
10640,11808,4
7919,5016,4
780,3292,4
5549,3955,4
11727,12144,4
9403,10830,4
9859,7187,4
11280,7902,4
1673,7191,4
9127,2458,4
4917,7902,4
2062,11280,4
9359,6114,4
9359,2458,4
5116,9385,4
10784,3755,4
2859,11438,4
9685,2811,4
2323,11057,4
8036,6475,4
7601,12210,4
12369,12387,4
3802,5227,4
6458,9225,4
4768,5270,4
293,7693,4
10227,1004,4
10758,1431,4
9833,10382,4
12210,12328,4
6701,10212,4
5287,2489,4
7581,1845,4
10596,9548,4
2012,8845,4
1555,10461,4
1681,10461,4
1836,11037,4
12458,3569,4
1021,4572,4
6622,9615,4
9324,9992,4
23,8427,4
10050,9742,4
6380,7204,4
11315,763,4
11267,7319,4
7980,8400,4
9274,9472,4
3626,7340,4
9749,2271,4
12144,2221,4
11600,11046,4
5136,10837,4
5136,11074,4
12542,12514,4
12585,12600,4
12516,12568,4
12583,12541,4
3677,6807,4
11274,7175,4
11535,7744,4
9906,6084,4
6084,1955,4
11716,12169,4
6743,12552,4
9704,9369,4
7716,8173,4
779,11347,4
6678,3067,4
10780,10365,4
2325,7368,4
4551,139,4
3513,2640,4
1410,7832,4
12362,163,4
12377,5613,4
10012,10552,4
7975,11808,4
12772,12774,4
12733,12721,4
12797,12739,4
5044,3542,4
10515,10395,4
12828,12898,4
4034,1863,4
8754,5710,4
1225,3269,4
11456,12083,4
11763,8514,4
11714,12916,4
9046,8961,4
11807,12301,4
4393,10365,4
4957,1281,4
11847,6435,4
4502,9174,4
4502,6323,4
11513,6027,4
13204,13264,4
13266,13295,4
13284,13272,4
13393,13399,4
8674,5998,4
7551,4366,4
9599,1230,4
7540,7851,4
4362,3220,4
4247,10403,4
8529,996,4
9355,4478,4
13432,2192,4
9823,1677,4
13644,13605,4
13665,13608,4
8871,1689,4
4940,1689,4
7638,11,4
11627,5686,4
9442,8590,4
8556,2910,4
7956,9101,4
11509,481,4
11041,10554,4
11588,9524,4
10184,683,4
2500,10559,4
13173,1746,4
2215,6352,4
3608,13643,4
13777,13748,4
13748,13746,4
13792,13748,4
8566,13105,4
12968,5216,4
13536,12299,4
13886,13838,4
13898,13835,4
13857,13862,4
13808,13870,4
1491,1947,4
3382,13863,4
6993,10507,4
11179,8314,4
11872,8995,4
942,5710,4
11794,5438,4
5240,456,4
3615,9171,4
8132,2685,4
12389,10767,4
2549,456,4
6099,13614,4
4021,13644,4
4234,8664,4
13683,926,4
5815,9321,4
9321,6616,4
1466,2479,4
2160,13940,4
637,5922,4
637,11326,4
9932,11326,4
5922,10591,4
13651,7853,4
7853,12687,4
968,9610,4
12600,13753,4
926,3380,4
46,9800,4
778,13215,4
833,6382,4
5417,4204,4
8563,11496,4
12840,6437,4
12088,8015,4
3880,10795,4
1715,3128,4
13215,5012,4
8167,7118,4
1947,7877,4
3899,1772,4
603,3488,4
5037,3407,4
14039,10568,4
14018,5371,4
8411,6800,4
7917,10972,4
5754,7114,4
6591,2994,4
2106,11587,4
13602,6043,4
3631,4023,4
12212,3938,4
13163,7099,4
13221,5634,4
8552,13564,4
245,3586,4
3592,7584,4
49,738,4
14225,14260,4
5545,7503,4
8091,5081,4
11513,8434,4
11651,14011,4
8434,13232,4
704,3048,4
8271,11070,4
8211,1850,4
10908,6764,4
11208,12891,4
9157,12908,4
779,8556,4
14601,14631,4
14657,14681,4
14646,14644,4
14741,14744,4
14703,14739,4
14795,14756,4
14757,14769,4
14718,14751,4
10116,12552,4
15042,15049,4
8211,15186,4
15113,4711,4
9738,8778,4
66,61,4
119,186,4
173,134,4
468,450,4
555,581,4
524,582,4
624,649,4
801,837,4
813,843,4
231,204,4
335,375,4
609,673,4
802,826,4
1092,1063,4
1128,1146,4
1156,1186,4
1126,1160,4
324,1026,4
328,1026,4
309,1007,4
362,1043,4
1045,324,4
1271,1223,4
1248,1205,4
1268,1263,4
1289,1242,4
1356,1342,4
1373,1374,4
1414,1456,4
721,381,4
1056,762,4
791,1053,4
1053,709,4
1698,1675,4
1884,1864,4
1979,1990,4
1982,1955,4
1990,1988,4
1986,1957,4
1902,1938,4
2144,2188,4
2131,2126,4
2158,2116,4
2111,2119,4
2188,2114,4
2134,2140,4
2107,2141,4
2237,2274,4
2201,2202,4
2214,2217,4
2247,2281,4
2228,2216,4
2217,2256,4
2326,2303,4
2445,2493,4
2489,2409,4
2440,2434,4
2462,2460,4
2457,2467,4
2420,2453,4
2472,2480,4
2710,2775,4
2721,2749,4
2701,2761,4
2870,2897,4
2841,2856,4
2830,2809,4
2968,2984,4
3024,3096,4
411,1644,4
3109,3123,4
3208,3225,4
3367,3385,4
210,680,4
645,243,4
677,3127,4
607,243,4
3447,3483,4
3447,3440,4
3479,3493,4
3431,3461,4
3493,3483,4
1024,1509,4
1561,333,4
3533,3519,4
3569,3586,4
3565,3524,4
3593,3556,4
3556,3598,4
631,2109,4
3634,3629,4
3629,3689,4
3682,3649,4
2718,1863,4
740,3491,4
3756,3729,4
3809,3837,4
3978,3980,4
3968,3939,4
3908,3933,4
3994,3941,4
3990,3959,4
4023,4008,4
4019,4035,4
3182,2152,4
3193,292,4
2183,292,4
3167,292,4
2175,218,4
4200,4125,4
4161,4178,4
4115,4136,4
1300,2573,4
229,2550,4
2561,3149,4
3173,1668,4
1585,2643,4
1544,3931,4
4227,4254,4
4219,4291,4
4289,4296,4
289,3444,4
751,2186,4
3446,2123,4
299,1692,4
4399,4371,4
4382,4392,4
4386,4366,4
4319,4317,4
4387,4339,4
21,340,4
961,2969,4
2531,1598,4
1576,1243,4
1506,1692,4
3770,804,4
833,3794,4
2273,3571,4
3507,2225,4
3512,2247,4
4491,4452,4
4444,4449,4
4417,4465,4
4411,4403,4
2498,2315,4
2437,3620,4
1507,3413,4
2870,4598,4
231,3865,4
4685,4670,4
4633,4677,4
4631,4636,4
1482,2857,4
2816,437,4
945,1288,4
528,92,4
968,1134,4
1911,4031,4
2457,2390,4
2465,3700,4
3604,121,4
4811,4891,4
4919,4962,4
2595,1512,4
2595,3990,4
2676,442,4
5198,5170,4
5138,5148,4
4366,1916,4
1967,2155,4
3655,3535,4
5372,5331,4
5362,5396,4
5325,5351,4
3675,1313,4
2932,1321,4
2924,3639,4
3639,3536,4
2935,2273,4
2901,3536,4
4544,5325,4
5361,3837,4
3435,3751,4
5494,5432,4
5421,5456,4
5500,5439,4
5426,5478,4
5487,5480,4
5420,5423,4
4556,4441,4
2167,2557,4
5041,4662,4
4641,5053,4
5641,5630,4
5670,5618,4
5677,5640,4
5699,5685,4
4017,5410,4
5408,4353,4
1971,2477,4
3321,774,4
2408,3676,4
3635,3380,4
2910,3309,4
1914,2910,4
4109,4022,4
993,1145,4
794,1798,4
1722,4248,4
4297,5066,4
5319,5026,4
5765,5762,4
5793,5764,4
5735,5766,4
5743,5711,4
5706,5755,4
5724,5779,4
5798,5709,4
5799,5795,4
393,206,4
2523,3111,4
618,1028,4
2792,4991,4
4933,1853,4
1884,4904,4
2280,4700,4
1928,2160,4
2105,3157,4
1502,363,4
2621,688,4
366,2635,4
366,1649,4
5944,5946,4
1963,291,4
1963,3250,4
2190,3706,4
6293,6259,4
6363,6396,4
6314,6350,4
5976,5718,4
1371,6003,4
5478,6061,4
6035,681,4
4523,3963,4
4903,2544,4
5422,4646,4
2544,1572,4
5450,3963,4
5450,3937,4
3527,4903,4
3940,3861,4
5434,391,4
3492,3998,4
4967,3991,4
4346,4646,4
4346,1046,4
6808,6818,4
6877,6840,4
2403,391,4
4285,3492,4
1819,1548,4
4205,5025,4
3670,3998,4
2848,4552,4
6975,6937,4
6994,6985,4
7019,7055,4
7025,7080,4
7070,7096,4
7075,7006,4
7148,7136,4
7366,7336,4
7307,7375,4
7537,7591,4
2869,5738,4
4190,7514,4
7869,7827,4
2182,4248,4
1020,1822,4
486,1697,4
5116,1616,4
8142,8140,4
8157,8142,4
8238,8269,4
8228,8234,4
8208,8221,4
485,3694,4
3307,4341,4
8331,8351,4
7741,8384,4
3849,7149,4
6748,2075,4
7849,3665,4
2313,3105,4
2527,758,4
3547,6430,4
420,1641,4
2528,187,4
224,5962,4
6120,8240,4
1581,5733,4
2088,7186,4
6580,1554,4
826,7545,4
1858,227,4
7830,752,4
5059,3463,4
2143,5303,4
6937,7433,4
6975,7439,4
5946,6962,4
6889,1619,4
6071,6839,4
6071,6854,4
6893,2294,4
6016,6855,4
1619,6874,4
6848,4942,4
6001,6893,4
477,6075,4
959,6878,4
959,6880,4
6829,4481,4
6829,5734,4
6829,5443,4
2717,324,4
6075,6833,4
5500,6830,4
6077,6832,4
6847,5798,4
6830,6077,4
4316,438,4
6870,6047,4
5954,2294,4
184,6825,4
6833,1619,4
2294,5964,4
6469,6855,4
5734,6096,4
6047,5977,4
7526,7608,4
7326,5347,4
7430,4916,4
6932,5912,4
1888,3642,4
7770,8209,4
8209,6097,4
7866,6097,4
3278,4072,4
853,423,4
1635,3855,4
3898,1646,4
3551,3152,4
2906,7601,4
8995,8948,4
8901,8915,4
8973,8928,4
8947,8952,4
2802,1504,4
2453,7433,4
8924,1374,4
1641,5546,4
4126,1075,4
1747,1169,4
1570,2928,4
4389,3963,4
8142,8686,4
592,1183,4
7694,5243,4
6127,6365,4
5869,8251,4
9007,9066,4
9062,9078,4
572,7666,4
3180,2732,4
9177,9136,4
8544,8825,4
1386,3979,4
4398,3730,4
3533,8076,4
2569,7858,4
8307,3405,4
8577,6931,4
5361,485,4
6339,9040,4
6703,3330,4
5584,5423,4
5411,6703,4
3883,6805,4
5787,5590,4
6810,6447,4
1042,7909,4
1544,7612,4
1084,3356,4
9353,9340,4
9373,9394,4
4484,8542,4
7652,3660,4
1430,3660,4
9493,9406,4
9587,9586,4
4200,855,4
4795,1824,4
9610,9659,4
9768,9774,4
8906,8775,4
8906,3253,4
8541,3511,4
3275,5109,4
8587,3694,4
2875,9079,4
10002,10073,4
2185,1191,4
1607,9956,4
3090,4165,4
428,3758,4
2155,3432,4
4142,7506,4
4319,8961,4
5672,9624,4
1982,9649,4
9677,5359,4
9684,1089,4
9620,4852,4
9610,4933,4
9648,4270,4
9648,1089,4
9692,3601,4
9660,8824,4
9910,4989,4
2030,5137,4
9050,8013,4
6802,5137,4
8262,182,4
1796,2262,4
7661,9586,4
3311,9394,4
9075,1682,4
1059,5775,4
9626,6668,4
4451,8983,4
8558,8105,4
9645,1818,4
2201,8658,4
6827,8642,4
5533,8658,4
10338,10397,4
3483,8846,4
3925,10046,4
2625,211,4
8441,3418,4
3760,5789,4
5482,2515,4
7023,5007,4
10327,8411,4
10315,5737,4
10358,4670,4
10481,10440,4
10430,10415,4
10492,10485,4
10453,10494,4
10453,10428,4
10460,10500,4
10496,10440,4
10482,10483,4
10440,10430,4
10464,10437,4
10461,10445,4
1055,9443,4
7696,9418,4
848,9430,4
4460,5010,4
1652,7020,4
9895,7951,4
3590,5876,4
9441,10325,4
5662,9500,4
10609,10693,4
2586,9935,4
760,3020,4
6304,2123,4
2123,7023,4
1112,1740,4
10389,10107,4
10334,9466,4
7600,1352,4
8882,6289,4
1638,6782,4
1020,3754,4
10788,10778,4
10786,10766,4
10713,10726,4
10751,10778,4
10772,10710,4
293,1636,4
10900,10871,4
10871,10841,4
9743,707,4
11169,11160,4
11169,11101,4
11128,11102,4
11128,11122,4
11118,11109,4
11176,11165,4
11129,11157,4
11111,11103,4
11142,11156,4
11115,11132,4
11199,11124,4
11122,11130,4
11180,11103,4
11136,11198,4
11156,11139,4
11156,11141,4
7656,2378,4
8165,11276,4
9761,75,4
4467,11256,4
10710,191,4
10726,2024,4
10712,2354,4
2354,10737,4
11395,11353,4
11359,11324,4
11496,11473,4
10937,11049,4
2272,11030,4
10334,4253,4
8834,953,4
10690,7810,4
9057,6180,4
10576,10661,4
6447,9758,4
1321,10576,4
9757,4092,4
2581,6468,4
3677,8195,4
7349,8445,4
1678,1464,4
10975,1678,4
11682,11607,4
11648,11636,4
10971,8678,4
8841,7039,4
10473,8305,4
2975,3332,4
11060,11368,4
3888,950,4
11883,11856,4
8045,11438,4
8403,10841,4
11028,10364,4
6815,4679,4
11003,5489,4
8399,1218,4
2976,7844,4
10356,9812,4
7995,8732,4
11954,11965,4
11965,12000,4
11963,11909,4
7008,2906,4
5093,6165,4
5513,8348,4
5132,4584,4
10017,557,4
1670,2489,4
1670,4364,4
10016,5132,4
6522,4269,4
10023,1296,4
10023,4823,4
2108,4121,4
557,7706,4
728,6053,4
728,400,4
2503,5016,4
9305,8927,4
10465,7381,4
4712,4137,4
11923,9383,4
5380,11939,4
11930,11408,4
11408,11987,4
12017,12068,4
5358,1041,4
6114,5162,4
11067,8653,4
690,9757,4
10048,3367,4
8363,4293,4
3416,1490,4
3223,4293,4
5044,3093,4
4872,6468,4
9685,1424,4
11221,637,4
10446,10525,4
1900,999,4
269,6783,4
6541,288,4
4165,10841,4
5207,7834,4
3299,11833,4
1056,2437,4
7837,1056,4
11871,3322,4
11871,4945,4
5096,6464,4
1240,11883,4
1966,10310,4
7825,6464,4
8353,10767,4
2765,218,4
5277,6777,4
8574,8406,4
10785,7825,4
11948,5021,4
11948,6464,4
8841,11660,4
7327,11834,4
3413,11794,4
5653,10024,4
8368,10097,4
10089,628,4
1747,1617,4
9685,11745,4
1417,10784,4
10440,2653,4
4314,8541,4
4784,4626,4
1185,3538,4
348,1016,4
7446,348,4
6333,8594,4
3316,5278,4
9376,10016,4
10572,7243,4
8721,8596,4
10116,11953,4
6575,350,4
1836,873,4
10509,8521,4
5803,6865,4
4287,5395,4
1687,2715,4
8286,5741,4
1178,10243,4
10576,6939,4
3779,9512,4
7825,1829,4
130,8353,4
1337,11243,4
8427,11243,4
8427,11633,4
11690,9992,4
1253,11730,4
6865,6622,4
8830,10354,4
8084,5603,4
7980,11045,4
10731,8674,4
6428,2225,4
1561,5226,4
11727,5136,4
4227,5136,4
12586,12574,4
12551,12583,4
420,10683,4
1189,2185,4
1218,6823,4
10975,11687,4
4444,1955,4
12197,9956,4
11314,3926,4
1828,7427,4
687,8290,4
1201,371,4
10581,557,4
12210,10069,4
9544,2941,4
11807,6066,4
10512,10847,4
4927,10847,4
45,10512,4
1323,4927,4
5101,2969,4
9364,5538,4
996,1954,4
7358,3889,4
11844,3823,4
5417,6843,4
6899,2690,4
9765,6497,4
6865,6591,4
7832,1410,4
9620,9954,4
12428,3071,4
2702,4147,4
9749,11483,4
5303,407,4
11957,2560,4
11098,4793,4
11727,12841,4
3491,10016,4
5690,12452,4
10016,3491,4
12413,10376,4
11723,4784,4
8961,11712,4
7836,4932,4
10117,375,4
3466,905,4
5361,6511,4
11047,10484,4
651,12173,4
9242,11513,4
3992,1113,4
13271,13260,4
4362,12273,4
10858,726,4
2613,289,4
13424,13445,4
4333,1740,4
11352,1446,4
7868,864,4
8529,3529,4
8411,9146,4
13640,13672,4
13623,13669,4
13668,13647,4
2810,4940,4
8594,6060,4
12097,4701,4
10871,638,4
8754,4701,4
10184,10753,4
952,8446,4
9046,13105,4
10856,4772,4
12582,2861,4
1225,10306,4
7552,13112,4
13240,13432,4
13822,13857,4
13822,13874,4
3382,5430,4
6235,10808,4
7949,13194,4
1714,10289,4
10314,10601,4
7014,7593,4
4576,8106,4
1829,12516,4
9466,8036,4
1064,12516,4
1064,8036,4
13683,446,4
13605,12248,4
13253,13471,4
6616,9599,4
7877,9441,4
4810,13638,4
8091,363,4
3405,1723,4
6138,13215,4
14008,14021,4
11834,12587,4
7080,12582,4
3666,12152,4
8621,4709,4
10747,8411,4
3907,5539,4
4969,13669,4
5405,11099,4
1151,1723,4
1947,4115,4
4989,5681,4
12947,1181,4
14091,12840,4
13221,10196,4
10067,13264,4
4771,9991,4
8474,4771,4
6939,12473,4
13093,2441,4
6981,14022,4
11513,6695,4
11872,10447,4
4957,42,4
7060,42,4
6591,183,4
13264,9043,4
10620,10963,4
3777,12578,4
1597,12551,4
12551,3777,4
712,5634,4
10244,5201,4
5201,1591,4
1735,3629,4
14225,14207,4
5081,6900,4
9890,954,4
3759,954,4
4711,1196,4
1242,1196,4
11070,10631,4
5487,9683,4
12301,7094,4
1460,6261,4
356,4744,4
3054,5325,4
8106,1779,4
14644,14631,4
14760,14707,4
14702,14739,4
14720,14768,4
14727,14747,4
14775,14736,4
14746,14767,4
15167,15113,4
7870,12891,4
284,217,4
273,235,4
214,228,4
347,335,4
420,468,4
569,572,4
602,690,4
611,677,4
789,775,4
839,886,4
833,812,4
807,857,4
948,903,4
276,232,4
210,215,4
481,482,4
534,569,4
615,625,4
622,601,4
888,837,4
1128,1160,4
1053,330,4
374,1043,4
1333,1335,4
1437,1430,4
1436,1452,4
1430,1413,4
1035,727,4
1095,761,4
395,709,4
716,360,4
366,791,4
733,360,4
763,355,4
1868,1891,4
1807,1836,4
1996,1940,4
1954,1969,4
1969,1961,4
1971,1942,4
1940,1908,4
2000,1968,4
1913,1945,4
1913,1988,4
2179,2109,4
2126,2107,4
2111,2144,4
2191,2159,4
2181,2129,4
2155,2158,4
2137,2168,4
2163,2107,4
2116,2119,4
2264,2235,4
2243,2238,4
2381,2379,4
2406,2478,4
2418,2426,4
2418,2411,4
2474,2457,4
2429,2492,4
2409,2434,4
2584,2503,4
2696,2633,4
2974,2908,4
2952,2938,4
2996,2951,4
3149,3120,4
3315,3364,4
3384,3312,4
657,211,4
255,3192,4
670,293,4
3448,3468,4
2613,1589,4
3584,3566,4
3541,3560,4
3649,3668,4
3440,724,4
368,3405,4
3405,751,4
701,3402,4
3770,3719,4
3830,3835,4
3801,3809,4
3988,3932,4
3913,3940,4
4029,4012,4
4012,4002,4
4089,4068,4
4080,4078,4
295,3182,4
603,289,4
2178,292,4
2153,609,4
2175,3114,4
568,1126,4
1890,1454,4
1300,610,4
606,2576,4
3184,2561,4
1654,2596,4
2596,1654,4
3974,2699,4
2285,3593,4
3532,2299,4
4252,4243,4
4253,4219,4
4272,4208,4
3155,3439,4
3477,603,4
2897,230,4
231,1602,4
4360,4342,4
4307,4318,4
4396,4320,4
4387,4344,4
986,1525,4
930,1369,4
928,1310,4
2939,913,4
3908,2545,4
3725,822,4
4466,4473,4
4475,4420,4
4474,4401,4
141,3639,4
141,2498,4
2315,2407,4
3648,2427,4
4595,4556,4
4007,4362,4
3440,276,4
1602,4506,4
3867,4583,4
4608,4677,4
4608,4643,4
4633,4608,4
2776,1439,4
1611,2722,4
1288,2911,4
4400,3321,4
4051,2867,4
4809,4880,4
4911,4988,4
628,1520,4
5072,5065,4
5001,5086,4
3525,3655,4
3539,2072,4
2430,2290,4
5351,5345,4
1358,2910,4
2273,923,4
126,3571,4
2407,2932,4
2910,3547,4
1343,2223,4
2441,3993,4
5477,5491,4
5479,5476,4
5435,5484,4
5416,5431,4
5416,5483,4
5500,5432,4
5498,5410,4
5084,2729,4
5513,5579,4
5518,5511,4
4359,945,4
2783,5463,4
5496,4016,4
2074,3343,4
1043,4091,4
4398,4139,4
1734,1145,4
1156,1798,4
4200,4260,4
5019,5390,4
4219,5096,4
5773,5760,4
5762,5789,4
5714,5744,4
5739,5728,4
5739,5785,4
5757,5720,4
5764,5717,4
5740,5701,4
5763,5706,4
1789,1254,4
3295,1592,4
5148,2575,4
4630,4993,4
4957,2773,4
3596,3976,4
3936,4459,4
3238,214,4
2635,3415,4
1537,1219,4
338,649,4
132,2700,4
3569,2686,4
2320,1258,4
670,4438,4
5958,5925,4
5979,5960,4
6041,6079,4
6058,6070,4
6335,6342,4
5946,3015,4
5912,3015,4
1126,5278,4
5232,1126,4
4614,6058,4
6014,4972,4
6015,5484,4
6066,2545,4
6032,2728,4
1586,6004,4
4945,4552,4
4523,5420,4
1662,4945,4
4646,6004,4
4632,4430,4
4632,3963,4
6503,6580,4
6733,6787,4
6768,6759,4
4205,4552,4
1586,3385,4
1108,1617,4
3184,3937,4
4264,3404,4
391,1476,4
5434,4285,4
2596,2403,4
6932,6912,4
4546,6613,4
7123,7118,4
7105,7167,4
7485,7486,4
7430,7454,4
7543,2712,4
7586,2196,4
7634,7616,4
7609,7668,4
6116,7077,4
274,7612,4
5372,5644,4
3801,3102,4
2516,3967,4
5716,3093,4
1327,5939,4
7772,7771,4
7786,7722,4
7343,4827,4
4131,7128,4
5096,3663,4
8042,8084,4
1849,1020,4
2425,1930,4
8351,8362,4
7790,7363,4
3932,3806,4
4217,6720,4
4983,3188,4
1059,4210,4
4858,1253,4
4613,1265,4
2870,3101,4
4199,2786,4
224,6160,4
7671,4473,4
8202,6565,4
8230,6600,4
2026,1381,4
7505,3253,4
1452,2988,4
888,2035,4
3744,809,4
2213,3279,4
866,3760,4
2503,4402,4
8386,7580,4
4387,22,4
4278,2143,4
7540,4082,4
5769,6096,4
6872,6075,4
6872,5769,4
6896,3576,4
6016,6878,4
6016,2734,4
5724,6864,4
5724,6866,4
6848,4969,4
950,6017,4
6885,6016,4
6832,6069,4
5977,6817,4
959,6016,4
6809,5964,4
5500,477,4
6853,6077,4
6077,5977,4
6830,1884,4
6008,4990,4
6870,4607,4
6817,4412,4
6039,2993,4
5720,1865,4
2993,6827,4
6839,5500,4
4942,6885,4
5734,4607,4
4969,6893,4
1884,5964,4
7538,2528,4
883,6937,4
381,6931,4
3093,1182,4
7770,6813,4
8746,8793,4
853,7463,4
5442,1635,4
8808,8888,4
8987,8958,4
8984,8928,4
8961,8914,4
869,4490,4
3173,4613,4
6777,4862,4
4389,991,4
1169,8042,4
6720,7646,4
814,1734,4
4158,6382,4
1833,4492,4
546,4765,4
4795,3115,4
5700,6345,4
1911,8321,4
9032,9052,4
9009,9069,4
9066,9076,4
534,7666,4
8230,4384,4
6974,5702,4
7707,8951,4
7172,4182,4
4135,1042,4
3329,4105,4
286,1752,4
3995,4178,4
2660,3975,4
8121,3975,4
2458,286,4
3453,6475,4
3405,7379,4
3905,6030,4
8577,8837,4
8843,5867,4
5584,2776,4
6707,7039,4
1940,4468,4
4395,1613,4
1244,4700,4
7001,4031,4
3153,5737,4
9368,9394,4
9302,9301,4
9382,9373,4
5080,7204,4
7259,2681,4
5808,4484,4
9516,9507,4
6897,7437,4
9656,9650,4
9693,9656,4
9763,9718,4
2504,9505,4
7860,3253,4
3443,4546,4
9866,9822,4
8509,8006,4
4404,8515,4
9963,9912,4
2875,908,4
4541,9568,4
9568,3445,4
756,8072,4
7193,8213,4
9050,2379,4
7001,822,4
3590,6020,4
9313,9910,4
3439,9634,4
187,9660,4
5383,9624,4
9696,3626,4
5359,9628,4
3844,4860,4
7242,4092,4
906,6668,4
6720,8796,4
2310,1067,4
1031,4978,4
325,3448,4
8105,1767,4
3921,1342,4
4092,4401,4
5058,8171,4
8171,6453,4
10377,10327,4
10353,10376,4
10368,10396,4
4293,1189,4
2755,1223,4
6886,8526,4
8113,7911,4
9311,9964,4
9958,3216,4
1677,10371,4
10412,10445,4
10409,10424,4
10414,10442,4
10414,10480,4
10492,10433,4
10485,10496,4
10480,10407,4
10422,10427,4
10424,10453,4
10462,10478,4
10445,10481,4
10442,10461,4
2250,5387,4
7813,7039,4
3278,9410,4
10604,10644,4
10680,10674,4
1982,10052,4
7726,9481,4
525,7185,4
5668,10313,4
8171,1325,4
5905,4177,4
3608,3837,4
4541,8225,4
10795,10771,4
10795,10741,4
10776,10728,4
10741,10762,4
10706,10796,4
10713,10701,4
10798,10709,4
10798,10713,4
10798,10741,4
10753,10706,4
10719,10744,4
5569,3968,4
5569,3420,4
10862,10843,4
2423,4494,4
10328,11074,4
9294,4852,4
11165,11190,4
11119,11173,4
11118,11156,4
11118,11136,4
11118,11151,4
11118,11176,4
11161,11196,4
11176,11114,4
11176,11180,4
11111,11164,4
11188,11115,4
11141,11118,4
11163,11189,4
11163,11151,4
11132,11143,4
11132,11188,4
11173,11102,4
11142,11137,4
11151,11183,4
11180,11129,4
11136,11164,4
11156,11140,4
11156,11124,4
10252,9259,4
4113,10937,4
5668,718,4
11271,288,4
288,932,4
4591,5957,4
2581,5957,4
9645,10731,4
10713,2841,4
8729,10798,4
4715,8363,4
6652,1266,4
8294,6304,4
2530,8197,4
2279,8524,4
8651,3563,4
4677,3817,4
11194,3817,4
8017,9758,4
10271,6180,4
10271,4092,4
10616,3112,4
10644,10271,4
